Ensembl.Protein.ID	Cow.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Human.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Chimpanzee.Ensembl.Protein.or.Transcript.ID	Rat.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
								
ENSGALP00000056694	ENSBTAP00000053145	ENSGGOP00000018398	ENSP00000354687	ENSMMUP00000054539	ENSMUSP00000080991	ENSPTRP00000061407	ENSRNOP00000049172	ENSXETP00000064132
ENSGALP00000051543	ENSBTAP00000053160	ENSGGOP00000023225	ENSP00000355046	ENSMMUP00000031383	ENSMUSP00000080992	ENSPTRP00000061406	ENSRNOP00000043885	ENSXETP00000064133
ENSGALP00000046506	ENSBTAP00000053147	ENSGGOP00000027698	ENSP00000354499	ENSMMUP00000031382	ENSMUSP00000080993	ENSPTRP00000061408	ENSRNOP00000039048	ENSXETP00000064134
ENSGALP00000058371	ENSBTAP00000053151	ENSGGOP00000020982	ENSP00000354876	ENSMMUP00000031381	ENSMUSP00000080994	ENSPTRP00000061402	ENSRNOP00000046414	ENSXETP00000064135
ENSGALP00000055032								
ENSGALP00000057531	ENSBTAP00000053155	ENSGGOP00000022639	ENSP00000354632	ENSMMUP00000031379	ENSMUSP00000080996	ENSPTRP00000061399	ENSRNOP00000049769	ENSXETP00000064137
ENSGALP00000050525	ENSBTAP00000053157	ENSGGOP00000017799	ENSP00000354982	ENSMMUP00000031378	ENSMUSP00000080997	ENSPTRP00000061404	ENSRNOP00000051326	ENSXETP00000064138
ENSGALP00000043487	ENSBTAP00000053159	ENSGGOP00000021306	ENSP00000355206	ENSMMUP00000031377	ENSMUSP00000080998	ENSPTRP00000061401	ENSRNOP00000039725	ENSXETP00000064139
ENSGALP00000053436	ENSBTAP00000053153	ENSGGOP00000020129	ENSP00000354728	ENSMMUP00000031376	ENSMUSP00000081021	ENSPTRP00000061409	ENSRNOP00000042064	ENSXETP00000064140
ENSGALP00000058535	ENSBTAP00000053150	ENSGGOP00000024209	ENSP00000354961	ENSMMUP00000031375	ENSMUSP00000081000	ENSPTRP00000061398	ENSRNOP00000043141	ENSXETP00000064141
ENSGALP00000050219	ENSBTAP00000053152	ENSGGOP00000022538	ENSP00000354813	ENSMMUP00000031374	ENSMUSP00000081001	ENSPTRP00000061403	ENSRNOP00000044573	ENSXETP00000064142
ENSGALP00000049893	ENSBTAP00000053148	ENSGGOP00000022734	ENSP00000354554	ENSMMUP00000031372	ENSMUSP00000081003	ENSPTRP00000061405	ENSRNOP00000047954	ENSXETP00000064144
ENSGALP00000047587	ENSBTAP00000053156	ENSGGOP00000028201	ENSP00000354665	ENSMMUP00000031373	ENSMUSP00000081002	ENSPTRP00000061410	ENSRNOP00000045645	ENSXETP00000064143
ENSGALP00000049299								
ENSGALP00000052223	ENSBTAP00000054412	ENSGGOP00000016987	ENSP00000340820	ENSMMUP00000001080	ENSMUSP00000097919	ENSPTRP00000015840	ENSRNOP00000040951	ENSXETP00000047679
ENSGALP00000052906	ENSBTAP00000017505	ENSGGOP00000004237	ENSP00000369889	ENSMMUP00000015024	ENSMUSP00000023123	ENSPTRP00000041995	ENSRNOP00000071077	ENSXETP00000043834
ENSGALP00000046594	ENSBTAP00000011484	ENSGGOP00000027213	ENSP00000386636	ENSMMUP00000055755	ENSMUSP00000130313	ENSPTRP00000021558	ENSRNOP00000011175	ENSXETP00000054190
ENSGALP00000047920	ENSBTAP00000011072	ENSGGOP00000015912	ENSP00000265069	ENSMMUP00000034896	ENSMUSP00000118911	ENSPTRP00000047113	ENSRNOP00000016196	ENSXETP00000034043
ENSGALP00000055853	ENSBTAP00000011072	ENSGGOP00000015912	ENSP00000265069	ENSMMUP00000034896	ENSMUSP00000118911	ENSPTRP00000047113	ENSRNOP00000016196	ENSXETP00000034043
ENSGALP00000045548	ENSBTAP00000020262	ENSGGOP00000026669	ENSP00000276570	ENSMMUP00000028426	ENSMUSP00000113414	ENSPTRP00000034746	ENSRNOP00000017387	ENSXETP00000061234
ENSGALP00000046908				ENSMMUP00000058045				
ENSGALP00000046922								
ENSGALP00000052872	ENSBTAP00000004737	ENSGGOP00000008247	ENSP00000354280	ENSMMUP00000000372	ENSMUSP00000064498	ENSPTRP00000033904	ENSRNOP00000039224	ENSXETP00000016876
ENSGALP00000049836	ENSBTAP00000018934	ENSGGOP00000014871	ENSP00000370624	ENSMMUP00000060670	ENSMUSP00000104895	ENSPTRP00000028933	ENSRNOP00000069147	ENSXETP00000060609
ENSGALP00000044778	ENSBTAP00000000578	ENSGGOP00000004222	ENSP00000400471	ENSMMUP00000053535	ENSMUSP00000069764	ENSPTRP00000008323	ENSRNOP00000071424	ENSXETP00000023335
ENSGALP00000051943								
ENSGALP00000057268	ENSBTAP00000013135	ENSGGOP00000002275	ENSP00000365569	ENSMMUP00000018494	ENSMUSP00000001569	ENSPTRP00000030607	ENSRNOP00000071275	ENSXETP00000063675
ENSGALP00000050814								
ENSGALP00000048498								
ENSGALP00000057679	ENSBTAP00000009127	ENSGGOP00000007797	ENSP00000363391	ENSMMUP00000012321	ENSMUSP00000036484	ENSPTRP00000023066	ENSRNOP00000026578	ENSXETP00000059030
ENSGALP00000051557	ENSBTAP00000013135	ENSGGOP00000002275	ENSP00000365569	ENSMMUP00000018494	ENSMUSP00000001569	ENSPTRP00000030607	ENSRNOP00000071275	ENSXETP00000063675
ENSGALP00000043795								
ENSGALP00000046532								
ENSGALP00000046818	ENSBTAP00000009158	ENSGGOP00000025350	ENSP00000339001	ENSMMUP00000031199	ENSMUSP00000001566	ENSPTRP00000030606	ENSRNOP00000075269	ENSXETP00000052187
ENSGALP00000052450	ENSBTAP00000021832	ENSGGOP00000016073	ENSP00000447173	ENSMMUP00000008847	ENSMUSP00000023119		ENSRNOP00000070446	ENSXETP00000023342
ENSGALP00000044158	ENSBTAP00000021832	ENSGGOP00000016073	ENSP00000447173	ENSMMUP00000008847	ENSMUSP00000023119		ENSRNOP00000070446	ENSXETP00000023342
ENSGALP00000039387	ENSBTAP00000029021	ENSGGOP00000019251	ENSP00000441954	ENSMMUP00000000461	ENSMUSP00000065798		ENSRNOP00000016704	
ENSGALP00000050262	ENSBTAP00000029021	ENSGGOP00000019251	ENSP00000441954	ENSMMUP00000000461	ENSMUSP00000065798		ENSRNOP00000016704	
ENSGALP00000057467	ENSBTAP00000054468	ENSGGOP00000005747	ENSP00000328230	ENSMMUP00000050051	ENSMUSP00000092163	ENSPTRP00000048801	ENSRNOP00000028532	ENSXETP00000058627
ENSGALP00000047339	ENSBTAP00000035767	ENSGGOP00000000718	ENSP00000365588	ENSMMUP00000031201	ENSMUSP00000080949	ENSPTRP00000042596	ENSRNOP00000049009	
ENSGALP00000053931	ENSBTAP00000007404	ENSGGOP00000011094	ENSP00000364815	ENSMMUP00000008979	ENSMUSP00000084572	ENSPTRP00000030618	ENSRNOP00000072696	ENSXETP00000051937
ENSGALP00000049270	ENSBTAP00000007404	ENSGGOP00000011094	ENSP00000364815	ENSMMUP00000008979	ENSMUSP00000084572	ENSPTRP00000030618	ENSRNOP00000072696	ENSXETP00000051937
ENSGALP00000052573	ENSBTAP00000007404	ENSGGOP00000011094	ENSP00000364815	ENSMMUP00000008979	ENSMUSP00000084572	ENSPTRP00000030618	ENSRNOP00000072696	ENSXETP00000051937
ENSGALP00000048088	ENSBTAP00000007404	ENSGGOP00000011094	ENSP00000364815	ENSMMUP00000008979	ENSMUSP00000084572	ENSPTRP00000030618	ENSRNOP00000072696	ENSXETP00000051937
ENSGALP00000056656	ENSBTAP00000007404	ENSGGOP00000011094	ENSP00000364815	ENSMMUP00000008979	ENSMUSP00000084572	ENSPTRP00000030618	ENSRNOP00000072696	ENSXETP00000051937
ENSGALP00000053519								
ENSGALP00000048551	ENSBTAP00000003557	ENSGGOP00000002091	ENSP00000206542	ENSMMUP00000009002	ENSMUSP00000124039	ENSPTRP00000010343	ENSRNOP00000012789	ENSXETP00000037053
ENSGALP00000007002								
ENSGALP00000052919								
ENSGALP00000046107	ENSBTAP00000026875	ENSGGOP00000015405	ENSP00000267103	ENSMMUP00000029020	ENSMUSP00000109312	ENSPTRP00000008531	ENSRNOP00000017942	ENSXETP00000027716
ENSGALP00000055455								
ENSGALP00000050388	ENSBTAP00000021097	ENSGGOP00000013857	ENSP00000303775	ENSMMUP00000004956	ENSMUSP00000056659	ENSPTRP00000020616	ENSRNOP00000012913	ENSXETP00000037799
ENSGALP00000056531	ENSBTAP00000027347	ENSGGOP00000010479	ENSP00000223061	ENSMMUP00000003938	ENSMUSP00000031731	ENSPTRP00000033377	ENSRNOP00000073700	ENSXETP00000037826
ENSGALP00000056247	ENSBTAP00000053236	ENSGGOP00000006643	ENSP00000440984	ENSMMUP00000043046	ENSMUSP00000080739	ENSPTRP00000012613	ENSRNOP00000026030	ENSXETP00000023351
ENSGALP00000053808								
ENSGALP00000047537								
ENSGALP00000044974	ENSBTAP00000012519	ENSGGOP00000009301	ENSP00000416330	ENSMMUP00000000452	ENSMUSP00000037719	ENSPTRP00000056967	ENSRNOP00000016389	ENSXETP00000032971
ENSGALP00000057746	ENSBTAP00000012519	ENSGGOP00000009301	ENSP00000416330	ENSMMUP00000000452	ENSMUSP00000037719	ENSPTRP00000056967	ENSRNOP00000016389	ENSXETP00000032971
ENSGALP00000048057	ENSBTAP00000053236	ENSGGOP00000006643	ENSP00000440984	ENSMMUP00000043046	ENSMUSP00000080739	ENSPTRP00000012613	ENSRNOP00000026030	ENSXETP00000023351
ENSGALP00000055976	ENSBTAP00000026878	ENSGGOP00000015420	ENSP00000209873	ENSMMUP00000051626	ENSMUSP00000044604	ENSPTRP00000008533	ENSRNOP00000018808	ENSXETP00000027714
ENSGALP00000057296	ENSBTAP00000026878	ENSGGOP00000015420	ENSP00000209873	ENSMMUP00000051626	ENSMUSP00000044604	ENSPTRP00000008533	ENSRNOP00000018808	ENSXETP00000027714
ENSGALP00000045376	ENSBTAP00000018888	ENSGGOP00000021047	ENSP00000419117	ENSMMUP00000000067	ENSMUSP00000110728	ENSPTRP00000027186	ENSRNOP00000049054	ENSXETP00000057927
ENSGALP00000049347	ENSBTAP00000018888	ENSGGOP00000021047	ENSP00000419117	ENSMMUP00000000067	ENSMUSP00000110728	ENSPTRP00000027186	ENSRNOP00000049054	ENSXETP00000057927
ENSGALP00000047165	ENSBTAP00000018888	ENSGGOP00000021047	ENSP00000419117	ENSMMUP00000000067	ENSMUSP00000110728	ENSPTRP00000027186	ENSRNOP00000049054	ENSXETP00000057927
ENSGALP00000053910	ENSBTAP00000043388	ENSGGOP00000023997	ENSP00000380785	ENSMMUP00000047547	ENSMUSP00000067752	ENSPTRP00000059756	ENSRNOP00000033999	ENSXETP00000010323
ENSGALP00000050054	ENSBTAP00000043388	ENSGGOP00000023997	ENSP00000380785	ENSMMUP00000047547	ENSMUSP00000067752	ENSPTRP00000059756	ENSRNOP00000033999	ENSXETP00000010323
ENSGALP00000052277	ENSBTAP00000023642	ENSGGOP00000022014	ENSP00000168216	ENSMMUP00000012180	ENSMUSP00000026289	ENSPTRP00000037656	ENSRNOP00000043608	ENSXETP00000016841
ENSGALP00000007030	ENSBTAP00000005275	ENSGGOP00000012616	ENSP00000385899	ENSMMUP00000025926	ENSMUSP00000082928	ENSPTRP00000032225		
ENSGALP00000046959	ENSBTAP00000005275	ENSGGOP00000012616	ENSP00000385899	ENSMMUP00000025926	ENSMUSP00000082928	ENSPTRP00000032225		
ENSGALP00000043951								
ENSGALP00000052445	ENSBTAP00000023642	ENSGGOP00000022014	ENSP00000168216	ENSMMUP00000012180	ENSMUSP00000026289	ENSPTRP00000037656	ENSRNOP00000043608	ENSXETP00000016841
ENSGALP00000044226								
ENSGALP00000045891								
ENSGALP00000047297	ENSBTAP00000019552	ENSGGOP00000026756	ENSP00000262210	ENSMMUP00000018946	ENSMUSP00000068804	ENSPTRP00000040834	ENSRNOP00000008480	ENSXETP00000050273
ENSGALP00000056007								
ENSGALP00000046265								
ENSGALP00000010210	ENSBTAP00000001648	ENSGGOP00000022517	ENSP00000274507	ENSMMUP00000002600	ENSMUSP00000060495	ENSPTRP00000029524	ENSRNOP00000016252	
ENSGALP00000045150	ENSBTAP00000001648	ENSGGOP00000022517	ENSP00000274507	ENSMMUP00000002600	ENSMUSP00000060495	ENSPTRP00000029524	ENSRNOP00000016252	
ENSGALP00000006535	ENSBTAP00000019509	ENSGGOP00000008197	ENSP00000323926	ENSMMUP00000043701	ENSMUSP00000036991	ENSPTRP00000022348	ENSRNOP00000025879	ENSXETP00000005136
ENSGALP00000054771	ENSBTAP00000019509	ENSGGOP00000008197	ENSP00000323926	ENSMMUP00000043701	ENSMUSP00000036991	ENSPTRP00000022348	ENSRNOP00000025879	ENSXETP00000005136
ENSGALP00000055775								
ENSGALP00000053832	ENSBTAP00000008193	ENSGGOP00000013044	ENSP00000395473	ENSMMUP00000022170	ENSMUSP00000034121	ENSPTRP00000017983	ENSRNOP00000030766	ENSXETP00000012332
ENSGALP00000053548	ENSBTAP00000008193	ENSGGOP00000013044	ENSP00000395473	ENSMMUP00000022170	ENSMUSP00000034121	ENSPTRP00000017983	ENSRNOP00000030766	ENSXETP00000012332
ENSGALP00000053162	ENSBTAP00000008193	ENSGGOP00000013044	ENSP00000395473	ENSMMUP00000022170	ENSMUSP00000034121	ENSPTRP00000017983	ENSRNOP00000030766	ENSXETP00000012332
ENSGALP00000055449	ENSBTAP00000041200	ENSGGOP00000023272	ENSP00000362707	ENSMMUP00000047414	ENSMUSP00000079965	ENSPTRP00000023135	ENSRNOP00000050480	
ENSGALP00000045516	ENSBTAP00000041200	ENSGGOP00000023272	ENSP00000362707	ENSMMUP00000047414	ENSMUSP00000079965	ENSPTRP00000023135	ENSRNOP00000050480	
ENSGALP00000048439	ENSBTAP00000041200	ENSGGOP00000023272	ENSP00000362707	ENSMMUP00000047414	ENSMUSP00000079965	ENSPTRP00000023135	ENSRNOP00000050480	
ENSGALP00000052299								
ENSGALP00000058585	ENSBTAP00000004922	ENSGGOP00000023339	ENSP00000249269	ENSMMUP00000004571	ENSMUSP00000030882	ENSPTRP00000047720	ENSRNOP00000017017	ENSXETP00000062576
ENSGALP00000013458	ENSBTAP00000004922	ENSGGOP00000023339	ENSP00000249269	ENSMMUP00000004571	ENSMUSP00000030882	ENSPTRP00000047720	ENSRNOP00000017017	ENSXETP00000062576
ENSGALP00000043503								
ENSGALP00000058180	ENSBTAP00000003178	ENSGGOP00000013780		ENSMMUP00000002603	ENSMUSP00000035248		ENSRNOP00000073794	ENSXETP00000017344
ENSGALP00000010216	ENSBTAP00000003178	ENSGGOP00000013780		ENSMMUP00000002603	ENSMUSP00000035248		ENSRNOP00000073794	ENSXETP00000017344
ENSGALP00000046625	ENSBTAP00000017477	ENSGGOP00000009559	ENSP00000286794	ENSMMUP00000040755	ENSMUSP00000057336	ENSPTRP00000027844	ENSRNOP00000069946	ENSXETP00000046985
ENSGALP00000056404	ENSBTAP00000017477	ENSGGOP00000009559	ENSP00000286794	ENSMMUP00000040755	ENSMUSP00000057336	ENSPTRP00000027844	ENSRNOP00000069946	ENSXETP00000046985
ENSGALP00000053879	ENSBTAP00000017477	ENSGGOP00000009559	ENSP00000286794	ENSMMUP00000040755	ENSMUSP00000057336	ENSPTRP00000027844	ENSRNOP00000069946	ENSXETP00000046985
ENSGALP00000051554	ENSBTAP00000017477	ENSGGOP00000009559	ENSP00000286794	ENSMMUP00000040755	ENSMUSP00000057336	ENSPTRP00000027844	ENSRNOP00000069946	ENSXETP00000046985
ENSGALP00000051139								
ENSGALP00000056535	ENSBTAP00000025896	ENSGGOP00000013435	ENSP00000461749	ENSMMUP00000013826	ENSMUSP00000104234	ENSPTRP00000014785	ENSRNOP00000023379	ENSXETP00000014538
ENSGALP00000053538								
ENSGALP00000057011	ENSBTAP00000011219	ENSGGOP00000008276	ENSP00000435954	ENSMMUP00000024617	ENSMUSP00000022967	ENSPTRP00000035085	ENSRNOP00000005556	ENSXETP00000017367
ENSGALP00000026160	ENSBTAP00000001947	ENSGGOP00000011416	ENSP00000039007	ENSMMUP00000017738	ENSMUSP00000056152	ENSPTRP00000037399	ENSRNOP00000004686	ENSXETP00000018777
ENSGALP00000044476	ENSBTAP00000002631	ENSGGOP00000006533	ENSP00000168148	ENSMMUP00000015968	ENSMUSP00000027518	ENSPTRP00000022349	ENSRNOP00000075164	
ENSGALP00000039012	ENSBTAP00000002631	ENSGGOP00000006533	ENSP00000168148	ENSMMUP00000015968	ENSMUSP00000027518	ENSPTRP00000022349	ENSRNOP00000075164	
