0,ENSPTRP00000052888,ENSP00000418770,ENSMMUP00000042092,ENSGGOP00000011805,ENSMUSP00000101299,ENSRNOP00000074942,ENSBTAP00000027339,ENSGALP00000048532,ENSXETP00000013251
1,ENSPTRP00000032385,ENSP00000398789,ENSMMUP00000035127,ENSGGOP00000010055,ENSMUSP00000038430,ENSRNOP00000069103,ENSBTAP00000018702,ENSGALP00000017600,ENSXETP00000049307
2,ENSPTRP00000005542,ENSP00000324124,NULL,ENSGGOP00000010549,ENSMUSP00000043204,ENSRNOP00000071181,ENSBTAP00000041501,ENSGALP00000038267,ENSXETP00000006290
3,ENSPTRP00000046131,ENSP00000380530,ENSMMUP00000030450,ENSGGOP00000000221,ENSMUSP00000049414,ENSRNOP00000046497,ENSBTAP00000055811,ENSGALP00000010737,ENSXETP00000034421
4,ENSPTRP00000009713,ENSP00000371811,ENSMMUP00000014746,ENSGGOP00000012932,ENSMUSP00000022543,ENSRNOP00000015233,ENSBTAP00000044088,ENSGALP00000027611,ENSXETP00000021160
5,ENSPTRP00000058859,NULL,NULL,ENSGGOP00000020242,NULL,NULL,NULL,NULL,NULL
6,ENSPTRP00000023767,ENSP00000383044,ENSMMUP00000024673,ENSGGOP00000001523,ENSMUSP00000023580,ENSRNOP00000009911,ENSBTAP00000025716,ENSGALP00000025263,ENSXETP00000059061
7,ENSPTRP00000023761,ENSP00000383063,ENSMMUP00000031310,ENSGGOP00000011787,ENSMUSP00000112959,ENSRNOP00000002152,ENSBTAP00000054302,ENSGALP00000042018,ENSXETP00000050037
8,ENSPTRP00000005552,ENSP00000327694,ENSMMUP00000004831,ENSGGOP00000000454,ENSMUSP00000003038,ENSRNOP00000060992,ENSBTAP00000048343,ENSGALP00000010984,ENSXETP00000056907
9,ENSPTRP00000053660,ENSP00000319417,ENSMMUP00000021758,ENSGGOP00000014134,ENSMUSP00000022536,ENSRNOP00000033626,ENSBTAP00000004289,ENSGALP00000047817,ENSXETP00000021155
10,ENSPTRP00000009706,ENSP00000481842,ENSMMUP00000013660,ENSGGOP00000014175,ENSMUSP00000120071,ENSRNOP00000014397,ENSBTAP00000024791,ENSGALP00000027618,ENSXETP00000021163
11,ENSPTRP00000029169,ENSP00000337159,ENSMMUP00000049485,ENSGGOP00000023825,ENSMUSP00000022217,ENSRNOP00000072814,ENSBTAP00000028751,ENSGALP00000025071,NULL
12,ENSPTRP00000058004,ENSP00000304930,ENSMMUP00000041774,ENSGGOP00000009588,ENSMUSP00000040230,ENSRNOP00000008106,ENSBTAP00000007076,ENSGALP00000049424,ENSXETP00000049328
13,ENSPTRP00000005544,ENSP00000380553,ENSMMUP00000004826,ENSGGOP00000010554,ENSMUSP00000026585,ENSRNOP00000066775,ENSBTAP00000025806,ENSGALP00000054049,ENSXETP00000041299
14,ENSPTRP00000000195,ENSP00000478699,ENSMMUP00000021741,ENSGGOP00000016429,ENSMUSP00000111961,ENSRNOP00000052371,ENSBTAP00000004288,NULL,ENSXETP00000059810
