Ensembl.Protein.ID	Human.Ensembl.Protein.or.Transcript.ID	Chimpanzee.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Cow.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
								
ENSRNOP00000049172	ENSP00000354687	ENSPTRP00000061407	ENSMMUP00000054539	ENSGGOP00000018398	ENSMUSP00000080991	ENSBTAP00000053145	ENSGALP00000056694	ENSXETP00000064132
ENSRNOP00000043885	ENSP00000355046	ENSPTRP00000061406	ENSMMUP00000031383	ENSGGOP00000023225	ENSMUSP00000080992	ENSBTAP00000053160	ENSGALP00000051543	ENSXETP00000064133
ENSRNOP00000039048	ENSP00000354499	ENSPTRP00000061408	ENSMMUP00000031382	ENSGGOP00000027698	ENSMUSP00000080993	ENSBTAP00000053147	ENSGALP00000046506	ENSXETP00000064134
ENSRNOP00000046414	ENSP00000354876	ENSPTRP00000061402	ENSMMUP00000031381	ENSGGOP00000020982	ENSMUSP00000080994	ENSBTAP00000053151	ENSGALP00000058371	ENSXETP00000064135
ENSRNOP00000042521	ENSP00000355265	ENSPTRP00000061400	ENSMMUP00000031380	ENSGGOP00000027294	ENSMUSP00000080995	ENSBTAP00000053143		
ENSRNOP00000049769	ENSP00000354632	ENSPTRP00000061399	ENSMMUP00000031379	ENSGGOP00000022639	ENSMUSP00000080996	ENSBTAP00000053155	ENSGALP00000057531	ENSXETP00000064137
ENSRNOP00000051326	ENSP00000354982	ENSPTRP00000061404	ENSMMUP00000031378	ENSGGOP00000017799	ENSMUSP00000080997	ENSBTAP00000053157	ENSGALP00000050525	ENSXETP00000064138
ENSRNOP00000039725	ENSP00000355206	ENSPTRP00000061401	ENSMMUP00000031377	ENSGGOP00000021306	ENSMUSP00000080998	ENSBTAP00000053159	ENSGALP00000043487	ENSXETP00000064139
ENSRNOP00000042064	ENSP00000354728	ENSPTRP00000061409	ENSMMUP00000031376	ENSGGOP00000020129	ENSMUSP00000081021	ENSBTAP00000053153	ENSGALP00000053436	ENSXETP00000064140
ENSRNOP00000043141	ENSP00000354961	ENSPTRP00000061398	ENSMMUP00000031375	ENSGGOP00000024209	ENSMUSP00000081000	ENSBTAP00000053150	ENSGALP00000057322	ENSXETP00000064141
ENSRNOP00000044573	ENSP00000354813	ENSPTRP00000061403	ENSMMUP00000031374	ENSGGOP00000022538	ENSMUSP00000081001	ENSBTAP00000053152	ENSGALP00000050219	ENSXETP00000064142
ENSRNOP00000045645	ENSP00000354665	ENSPTRP00000061410	ENSMMUP00000031373	ENSGGOP00000028201	ENSMUSP00000081002	ENSBTAP00000053156	ENSGALP00000047587	ENSXETP00000064143
ENSRNOP00000047954	ENSP00000354554	ENSPTRP00000061405	ENSMMUP00000031372	ENSGGOP00000022734	ENSMUSP00000081003	ENSBTAP00000053148	ENSGALP00000049893	ENSXETP00000064144
ENSRNOP00000004114	ENSP00000317376	ENSPTRP00000012679	ENSMMUP00000017958	ENSGGOP00000014784	ENSMUSP00000032840	ENSBTAP00000026421	ENSGALP00000010950	ENSXETP00000016523
ENSRNOP00000008172	ENSP00000346298	ENSPTRP00000025585	ENSMMUP00000013782	ENSGGOP00000002068	ENSMUSP00000026273	ENSBTAP00000041891	ENSGALP00000051933	
ENSRNOP00000007467	ENSP00000346298	ENSPTRP00000025585	ENSMMUP00000013782	ENSGGOP00000002068	ENSMUSP00000026273	ENSBTAP00000041891	ENSGALP00000051933	
ENSRNOP00000069338	ENSP00000366380	ENSPTRP00000030497	ENSMMUP00000005849	ENSGGOP00000003473	ENSMUSP00000078059	ENSBTAP00000020191		
ENSRNOP00000072643	ENSP00000387462	ENSPTRP00000053128	ENSMMUP00000032065	ENSGGOP00000015147	ENSMUSP00000119386	ENSBTAP00000004333	ENSGALP00000051077	ENSXETP00000056972
ENSRNOP00000070510	ENSP00000387462	ENSPTRP00000053128	ENSMMUP00000032065	ENSGGOP00000015147	ENSMUSP00000119386	ENSBTAP00000004333	ENSGALP00000051077	ENSXETP00000056972
ENSRNOP00000030745	ENSP00000304923	ENSPTRP00000012803	ENSMMUP00000006917	ENSGGOP00000023533	ENSMUSP00000052177	ENSBTAP00000000700	ENSGALP00000011418	ENSXETP00000040773
ENSRNOP00000071681	ENSP00000288670	ENSPTRP00000054871	ENSMMUP00000014164	ENSGGOP00000019324	ENSMUSP00000047260	ENSBTAP00000038204	ENSGALP00000048111	ENSXETP00000046942
ENSRNOP00000065974	ENSP00000298032	ENSPTRP00000058110	ENSMMUP00000050030	ENSGGOP00000015418	ENSMUSP00000110287	ENSBTAP00000053344	ENSGALP00000012748	ENSXETP00000013016
ENSRNOP00000012394	ENSP00000396445	ENSPTRP00000034906	ENSMMUP00000019063	ENSGGOP00000003635	ENSMUSP00000047473	ENSBTAP00000018177	ENSGALP00000057179	ENSXETP00000031989
ENSRNOP00000052425	ENSP00000366474	ENSPTRP00000045832		ENSGGOP00000012119	ENSMUSP00000030839	ENSBTAP00000007790	ENSGALP00000041785	ENSXETP00000047914
