Ensembl.Protein.ID	Human.Ensembl.Protein.or.Transcript.ID	Chimpanzee.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Rat.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
ENSBTAP00000055373	ENSP00000360635	ENSPTRP00000048620	ENSMMUP00000029958	ENSGGOP00000017869	ENSMUSP00000028332	ENSRNOP00000017271	ENSGALP00000045599	
ENSBTAP00000030484	ENSP00000348471	ENSPTRP00000019950	ENSMMUP00000052159	ENSGGOP00000000860	ENSMUSP00000020997	ENSRNOP00000060428	ENSGALP00000048230	ENSXETP00000036567
ENSBTAP00000004603	ENSP00000382114	ENSPTRP00000055706	ENSMMUP00000010185	ENSGGOP00000023942	ENSMUSP00000058264	ENSRNOP00000005905	ENSGALP00000026378	ENSXETP00000025129
ENSBTAP00000056605	ENSP00000371073		ENSMMUP00000046813	ENSGGOP00000023557	ENSMUSP00000083892	ENSRNOP00000064541	ENSGALP00000026933	ENSXETP00000008924
ENSBTAP00000055993					ENSMUSP00000097419	ENSRNOP00000048513		
ENSBTAP00000048162	ENSP00000342448	ENSPTRP00000006272	ENSMMUP00000021239	ENSGGOP00000011997	ENSMUSP00000088213	ENSRNOP00000047379		
ENSBTAP00000052072	ENSP00000301532	ENSPTRP00000006273	ENSMMUP00000021238	ENSGGOP00000022839	ENSMUSP00000088211	ENSRNOP00000007603		
								
ENSBTAP00000052281								
ENSBTAP00000015780	ENSP00000239231	ENSPTRP00000029910	ENSMMUP00000042989	ENSGGOP00000025550	ENSMUSP00000018990	ENSRNOP00000056531	ENSGALP00000047049	ENSXETP00000029925
ENSBTAP00000046486	ENSP00000332164	ENSPTRP00000029913	ENSMMUP00000022488	ENSGGOP00000023288	ENSMUSP00000066857	ENSRNOP00000009714	ENSGALP00000002963	ENSXETP00000029943
ENSBTAP00000046611	ENSP00000355651	ENSPTRP00000003529	ENSMMUP00000049795	ENSGGOP00000015332	ENSMUSP00000113886	ENSRNOP00000048878	ENSGALP00000044805	
ENSBTAP00000011319	ENSP00000328182	ENSPTRP00000034154	ENSMMUP00000046564	ENSGGOP00000020963	ENSMUSP00000027554	ENSRNOP00000016756	ENSGALP00000045958	
ENSBTAP00000000087	ENSP00000284617	ENSPTRP00000003530	ENSMMUP00000037310	ENSGGOP00000014570	ENSMUSP00000113319	ENSRNOP00000023911	ENSGALP00000051501	
ENSBTAP00000054966	ENSP00000284617	ENSPTRP00000003530	ENSMMUP00000037310	ENSGGOP00000014570	ENSMUSP00000113319	ENSRNOP00000023911	ENSGALP00000051501	
ENSBTAP00000054648	ENSP00000370639		ENSMMUP00000041367	ENSGGOP00000002902	ENSMUSP00000137135	ENSRNOP00000001791	ENSGALP00000026872	ENSXETP00000033605
ENSBTAP00000011327	ENSP00000431012	ENSPTRP00000034156	ENSMMUP00000053492	ENSGGOP00000024954	ENSMUSP00000081225	ENSRNOP00000064046	ENSGALP00000026323	ENSXETP00000025378
ENSBTAP00000006532	ENSP00000355645	ENSPTRP00000003532	ENSMMUP00000029086	ENSGGOP00000000915	ENSMUSP00000034453	ENSRNOP00000024084	ENSGALP00000048103	
ENSBTAP00000006534	ENSP00000355645	ENSPTRP00000003532	ENSMMUP00000029086	ENSGGOP00000000915	ENSMUSP00000034453	ENSRNOP00000024084	ENSGALP00000048103	
ENSBTAP00000006535	ENSP00000261396	ENSPTRP00000003533	ENSMMUP00000037314	ENSGGOP00000021890	ENSMUSP00000048084	ENSRNOP00000024182	ENSGALP00000018048	ENSXETP00000002685
ENSBTAP00000022677	ENSP00000355637	ENSPTRP00000003536		ENSGGOP00000023956	ENSMUSP00000075011	ENSRNOP00000024232	ENSGALP00000018057	ENSXETP00000049493
ENSBTAP00000010757	ENSP00000265295	ENSPTRP00000029917	ENSMMUP00000012262	ENSGGOP00000003270	ENSMUSP00000090882	ENSRNOP00000009648	ENSGALP00000003001	ENSXETP00000043089
ENSBTAP00000024334	ENSP00000321544	ENSPTRP00000053250	ENSMMUP00000042567	ENSGGOP00000017129	ENSMUSP00000068321	ENSRNOP00000016420	ENSGALP00000036161	ENSXETP00000052939
ENSBTAP00000012351	ENSP00000262113	ENSPTRP00000034166	ENSMMUP00000044805	ENSGGOP00000025707	ENSMUSP00000033842	ENSRNOP00000015908	ENSGALP00000026310	ENSXETP00000016808
