Ensembl.Protein.ID	Human.Ensembl.Protein.or.Transcript.ID	Chimpanzee.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Cow.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID
ENSXETP00000048388	ENSP00000259407	ENSPTRP00000049134		ENSGGOP00000020001	ENSMUSP00000092702	ENSBTAP00000036271	ENSGALP00000049999
ENSXETP00000055707							
ENSXETP00000018365	ENSP00000229314	ENSPTRP00000008124	ENSMMUP00000014233	ENSGGOP00000026307	ENSMUSP00000032372	ENSBTAP00000000490	ENSGALP00000056457
ENSXETP00000024182							
ENSXETP00000042744							
ENSXETP00000063722	ENSP00000357080	ENSPTRP00000002579	ENSMMUP00000014883		ENSMUSP00000058008	ENSBTAP00000014115	
ENSXETP00000057221	ENSP00000274793	ENSPTRP00000043561	ENSMMUP00000025300	ENSGGOP00000026957	ENSMUSP00000024706	ENSBTAP00000025719	ENSGALP00000026919
ENSXETP00000058307	ENSP00000397261	ENSPTRP00000002193	ENSMMUP00000051365	ENSGGOP00000025276	ENSMUSP00000088358	ENSBTAP00000010644	ENSGALP00000001274
ENSXETP00000044773	ENSP00000397261	ENSPTRP00000002193	ENSMMUP00000051365	ENSGGOP00000025276	ENSMUSP00000088358	ENSBTAP00000010644	ENSGALP00000001274
ENSXETP00000002577	ENSP00000278980	ENSPTRP00000039046	ENSMMUP00000043454	ENSGGOP00000020828	ENSMUSP00000071752	ENSBTAP00000021846	ENSGALP00000010695
ENSXETP00000044073							
ENSXETP00000044222							
ENSXETP00000059886	ENSP00000446100	ENSPTRP00000053392	ENSMMUP00000048660	ENSGGOP00000000034	ENSMUSP00000130264	ENSBTAP00000017983	ENSGALP00000051900
							
ENSXETP00000060559							
ENSXETP00000061687							
ENSXETP00000000657	ENSP00000253686	ENSPTRP00000025285	ENSMMUP00000006825	ENSGGOP00000010723	ENSMUSP00000114402	ENSBTAP00000018234	ENSGALP00000013841
ENSXETP00000039112	ENSP00000476795	ENSPTRP00000053394	ENSMMUP00000019699	ENSGGOP00000013869	ENSMUSP00000070168	ENSBTAP00000012406	ENSGALP00000021874
ENSXETP00000014984	ENSP00000271715	ENSPTRP00000002195	ENSMMUP00000052937	ENSGGOP00000010319	ENSMUSP00000102891	ENSBTAP00000033789	ENSGALP00000051191
ENSXETP00000044778	ENSP00000271715	ENSPTRP00000002195	ENSMMUP00000052937	ENSGGOP00000010319	ENSMUSP00000102891	ENSBTAP00000033789	ENSGALP00000051191
ENSXETP00000023533	ENSP00000287218	ENSPTRP00000050186	ENSMMUP00000002183	ENSGGOP00000002237	ENSMUSP00000063158	ENSBTAP00000035964	ENSGALP00000016461
ENSXETP00000059623	ENSP00000287218	ENSPTRP00000050186	ENSMMUP00000002183	ENSGGOP00000002237	ENSMUSP00000063158	ENSBTAP00000035964	ENSGALP00000016461
ENSXETP00000028820	ENSP00000339933	ENSPTRP00000056053	ENSMMUP00000030466	ENSGGOP00000023723	ENSMUSP00000035417	ENSBTAP00000044193	
ENSXETP00000011017							
ENSXETP00000023529	ENSP00000418751	ENSPTRP00000050185	ENSMMUP00000033751	ENSGGOP00000002243	ENSMUSP00000127300	ENSBTAP00000000688	ENSGALP00000037396
ENSXETP00000058784							
ENSXETP00000061594							
ENSXETP00000037957							
ENSXETP00000061158			ENSMMUP00000004885	ENSGGOP00000021158	ENSMUSP00000095977	ENSBTAP00000053273	ENSGALP00000048364
ENSXETP00000012526							
ENSXETP00000000399	ENSP00000319531	ENSPTRP00000014317	ENSMMUP00000017189	ENSGGOP00000000229	ENSMUSP00000037131	ENSBTAP00000011039	ENSGALP00000048390
ENSXETP00000061445							
ENSXETP00000058419							
ENSXETP00000059464							
ENSXETP00000059585							
ENSXETP00000044780	ENSP00000271636	ENSPTRP00000039353	ENSMMUP00000027997	ENSGGOP00000007787	ENSMUSP00000102894	ENSBTAP00000023352	ENSGALP00000001352
ENSXETP00000061770	ENSP00000271636	ENSPTRP00000039353	ENSMMUP00000027997	ENSGGOP00000007787	ENSMUSP00000102894	ENSBTAP00000023352	ENSGALP00000001352
ENSXETP00000012527	ENSP00000274849	ENSPTRP00000030427	ENSMMUP00000009072	ENSGGOP00000018402	ENSMUSP00000045888	ENSBTAP00000014277	
ENSXETP00000058562							
ENSXETP00000028619							
ENSXETP00000002473							
ENSXETP00000009341							
ENSXETP00000010418							
ENSXETP00000003363							
ENSXETP00000061817	ENSP00000362463	ENSPTRP00000030963	ENSMMUP00000042780	ENSGGOP00000020410	ENSMUSP00000024823	ENSBTAP00000016884	ENSGALP00000016450
ENSXETP00000023525	ENSP00000362463	ENSPTRP00000030963	ENSMMUP00000042780	ENSGGOP00000020410	ENSMUSP00000024823	ENSBTAP00000016884	ENSGALP00000016450
ENSXETP00000060250							
ENSXETP00000063395							
ENSXETP00000019236							
ENSXETP00000059295							
ENSXETP00000000377	ENSP00000338673	ENSPTRP00000014478	ENSMMUP00000003366	ENSGGOP00000023038	ENSMUSP00000045527	ENSBTAP00000044609	ENSGALP00000009912
ENSXETP00000060990	ENSP00000264717	ENSPTRP00000020223	ENSMMUP00000006765	ENSGGOP00000012482	ENSMUSP00000072084	ENSBTAP00000041859	
ENSXETP00000063341							
ENSXETP00000058461							
ENSXETP00000062278							
ENSXETP00000032796	ENSP00000378917	ENSPTRP00000053641	ENSMMUP00000004396	ENSGGOP00000013787	ENSMUSP00000035415	ENSBTAP00000042875	
ENSXETP00000032798	ENSP00000378917	ENSPTRP00000053641	ENSMMUP00000004396	ENSGGOP00000013787	ENSMUSP00000035415	ENSBTAP00000042875	
ENSXETP00000060071	ENSP00000349723	ENSPTRP00000052505	ENSMMUP00000004346	ENSGGOP00000001216	ENSMUSP00000068258	ENSBTAP00000023987	ENSGALP00000052312
ENSXETP00000024969	ENSP00000349723	ENSPTRP00000052505	ENSMMUP00000004346	ENSGGOP00000001216	ENSMUSP00000068258	ENSBTAP00000023987	ENSGALP00000052312
ENSXETP00000059016							
ENSXETP00000062313	ENSP00000327436	ENSPTRP00000011435	ENSMMUP00000001602	ENSGGOP00000010890	ENSMUSP00000066413	ENSBTAP00000024364	ENSGALP00000050207
ENSXETP00000024971	ENSP00000327436	ENSPTRP00000011435	ENSMMUP00000001602	ENSGGOP00000010890	ENSMUSP00000066413	ENSBTAP00000024364	ENSGALP00000050207
ENSXETP00000060578							
ENSXETP00000063629							
ENSXETP00000055041	ENSP00000477437	ENSPTRP00000057478	ENSMMUP00000035638	ENSGGOP00000003743	ENSMUSP00000097108	ENSBTAP00000049141	ENSGALP00000025820
ENSXETP00000011852							
ENSXETP00000060860							
ENSXETP00000058482							
ENSXETP00000061768	ENSP00000357564	ENSPTRP00000002305	ENSMMUP00000023149	ENSGGOP00000024731	ENSMUSP00000070588	ENSBTAP00000023407	
ENSXETP00000044787	ENSP00000357564	ENSPTRP00000002305	ENSMMUP00000023149	ENSGGOP00000024731	ENSMUSP00000070588	ENSBTAP00000023407	
ENSXETP00000058591							
ENSXETP00000058397							
ENSXETP00000059205							
ENSXETP00000059776							
ENSXETP00000023019							ENSGALP00000021453
ENSXETP00000059361							
ENSXETP00000048131							ENSGALP00000009835
ENSXETP00000058929							
ENSXETP00000062286							
ENSXETP00000062920							
ENSXETP00000031129	ENSP00000225823	ENSPTRP00000015351	ENSMMUP00000014975		ENSMUSP00000021045	ENSBTAP00000035204	ENSGALP00000056592
ENSXETP00000059643							
ENSXETP00000010407							
ENSXETP00000062167	ENSP00000386049	ENSPTRP00000049140	ENSMMUP00000038390	ENSGGOP00000003764	ENSMUSP00000036847	ENSBTAP00000053347	ENSGALP00000020324
ENSXETP00000039498	ENSP00000386049	ENSPTRP00000049140	ENSMMUP00000038390	ENSGGOP00000003764	ENSMUSP00000036847	ENSBTAP00000053347	ENSGALP00000020324
ENSXETP00000000374	ENSP00000299575	ENSPTRP00000014315	ENSMMUP00000047632	ENSGGOP00000012683	ENSMUSP00000104727	ENSBTAP00000010797	ENSGALP00000049486
ENSXETP00000026115	ENSP00000227524	ENSPTRP00000006406	ENSMMUP00000048083	ENSGGOP00000008458	ENSMUSP00000136858	ENSBTAP00000019100	ENSGALP00000049044
ENSXETP00000061710					ENSMUSP00000129466		
ENSXETP00000000357	ENSP00000377007	ENSPTRP00000014312	ENSMMUP00000052445	ENSGGOP00000019973	ENSMUSP00000034205	ENSBTAP00000015452	ENSGALP00000038350
ENSXETP00000058313							
ENSXETP00000061289							
ENSXETP00000031141	ENSP00000392617	ENSPTRP00000016180	ENSMMUP00000046372	ENSGGOP00000016966	ENSMUSP00000021052	ENSBTAP00000028049	ENSGALP00000046347
ENSXETP00000060175	ENSP00000357842	ENSPTRP00000002201	ENSMMUP00000060431	ENSGGOP00000023639	ENSMUSP00000006123	ENSBTAP00000043710	ENSGALP00000049563
ENSXETP00000062162							
ENSXETP00000063538					ENSMUSP00000129466		
ENSXETP00000063344					ENSMUSP00000129466		
ENSXETP00000059505	ENSP00000467423	ENSPTRP00000017578	ENSMMUP00000023619	ENSGGOP00000014740	ENSMUSP00000092849	ENSBTAP00000002342	ENSGALP00000003011
ENSXETP00000019218	ENSP00000467423	ENSPTRP00000017578	ENSMMUP00000023619	ENSGGOP00000014740	ENSMUSP00000092849	ENSBTAP00000002342	ENSGALP00000003011
ENSXETP00000011827							
ENSXETP00000040137							
ENSXETP00000054554							
ENSXETP00000061501							
ENSXETP00000039695	ENSP00000308921	ENSPTRP00000038246	ENSMMUP00000024291	ENSGGOP00000023435	ENSMUSP00000133459	ENSBTAP00000012212	
ENSXETP00000058388							
ENSXETP00000064122	ENSP00000357836	ENSPTRP00000002202	ENSMMUP00000022252	ENSGGOP00000028633	ENSMUSP00000102904	ENSBTAP00000033754	ENSGALP00000049234
ENSXETP00000044784	ENSP00000357836	ENSPTRP00000002202	ENSMMUP00000022252	ENSGGOP00000028633	ENSMUSP00000102904	ENSBTAP00000033754	ENSGALP00000049234
ENSXETP00000013503	ENSP00000309794	ENSPTRP00000016558	ENSMMUP00000027430	ENSGGOP00000019695	ENSMUSP00000048516	ENSBTAP00000004147	
ENSXETP00000024974	ENSP00000374529	ENSPTRP00000052500	ENSMMUP00000059480	ENSGGOP00000012720	ENSMUSP00000098616	ENSBTAP00000055600	ENSGALP00000018144
ENSXETP00000023022	ENSP00000354518	ENSPTRP00000015362	ENSMMUP00000008444		ENSMUSP00000056154	ENSBTAP00000027106	ENSGALP00000021455
ENSXETP00000063142							
ENSXETP00000044791	ENSP00000357516	ENSPTRP00000002318	ENSMMUP00000014155	ENSGGOP00000000464	ENSMUSP00000113978	ENSBTAP00000013077	ENSGALP00000022004
ENSXETP00000056558	ENSP00000357516	ENSPTRP00000002318	ENSMMUP00000014155	ENSGGOP00000000464	ENSMUSP00000113978	ENSBTAP00000013077	ENSGALP00000022004
ENSXETP00000053297	ENSP00000219400	ENSPTRP00000014311	ENSMMUP00000017180	ENSGGOP00000006592	ENSMUSP00000120966	ENSBTAP00000052197	ENSGALP00000044593
ENSXETP00000061106	ENSP00000476295	ENSPTRP00000014308	ENSMMUP00000060801	ENSGGOP00000005954	ENSMUSP00000104730	ENSBTAP00000022750	ENSGALP00000021146
ENSXETP00000059775							
ENSXETP00000062064							
ENSXETP00000062934	ENSP00000371905	ENSPTRP00000009711	ENSMMUP00000009670	ENSGGOP00000025913	ENSMUSP00000086900	ENSBTAP00000008119	ENSGALP00000046757
ENSXETP00000059523	ENSP00000358106	ENSPTRP00000031522	ENSMMUP00000017722	ENSGGOP00000016782	ENSMUSP00000097444	ENSBTAP00000021658	ENSGALP00000024803
ENSXETP00000058923					ENSMUSP00000129466		
ENSXETP00000061306							
ENSXETP00000054276	ENSP00000369592	ENSPTRP00000011440	ENSMMUP00000060693		ENSMUSP00000125757	ENSBTAP00000035166	ENSGALP00000018146
ENSXETP00000062044					ENSMUSP00000129466		
ENSXETP00000018992							
ENSXETP00000053296	ENSP00000455791	ENSPTRP00000014307	ENSMMUP00000042725	ENSGGOP00000008491	ENSMUSP00000077301	ENSBTAP00000023603	ENSGALP00000046426
ENSXETP00000059064							
ENSXETP00000028850							
ENSXETP00000023023	ENSP00000420514	ENSPTRP00000035663	ENSMMUP00000026527	ENSGGOP00000016131	ENSMUSP00000030125	ENSBTAP00000023720	ENSGALP00000021456
ENSXETP00000059693							
ENSXETP00000044492	ENSP00000286621	ENSPTRP00000004604	ENSMMUP00000029270	ENSGGOP00000005286	ENSMUSP00000047665	ENSBTAP00000014702	ENSGALP00000008095
